phase,train_fraction,method,queue_run,severity,corruption,it_total_ood_auroc,it_epistemic_ood_auroc,it_aleatoric_ood_auroc
scarce-10pct,0.1,sngp,jkzjb5vz,3,contrast,0.673812,0.668117,0.674184
scarce-10pct,0.1,sngp,jkzjb5vz,3,defocus_blur,0.584161,0.591081,0.583463
scarce-10pct,0.1,sngp,jkzjb5vz,3,elastic,0.597255,0.599122,0.596968
scarce-10pct,0.1,sngp,jkzjb5vz,3,fog,0.600092,0.583153,0.601486
scarce-10pct,0.1,sngp,jkzjb5vz,3,frost,0.629067,0.634252,0.628767
scarce-10pct,0.1,sngp,jkzjb5vz,3,frosted_glass_blur,0.623893,0.630206,0.623214
scarce-10pct,0.1,sngp,jkzjb5vz,3,gaussian_noise,0.620373,0.634374,0.619019
scarce-10pct,0.1,sngp,jkzjb5vz,3,impulse_noise,0.629042,0.631396,0.628779
scarce-10pct,0.1,sngp,jkzjb5vz,3,jpeg,0.557377,0.552855,0.557718
scarce-10pct,0.1,sngp,jkzjb5vz,3,motion_blur,0.635313,0.641686,0.634692
scarce-10pct,0.1,sngp,jkzjb5vz,3,pixelate,0.534527,0.526591,0.535088
scarce-10pct,0.1,sngp,jkzjb5vz,3,shot_noise,0.603231,0.612655,0.602445
scarce-10pct,0.1,sngp,jkzjb5vz,3,snow,0.594011,0.595975,0.593968
scarce-10pct,0.1,sngp,jkzjb5vz,3,zoom_blur,0.629069,0.638537,0.628177
scarce-10pct,0.1,sngp,jkzjb5vz,4,brightness,0.567372,0.576575,0.566335
scarce-10pct,0.1,sngp,jkzjb5vz,4,contrast,0.726147,0.729535,0.725489
scarce-10pct,0.1,sngp,jkzjb5vz,4,defocus_blur,0.629514,0.642018,0.628357
scarce-10pct,0.1,sngp,jkzjb5vz,4,elastic,0.620546,0.621616,0.620329
scarce-10pct,0.1,sngp,jkzjb5vz,4,fog,0.644342,0.625297,0.645913
scarce-10pct,0.1,sngp,jkzjb5vz,4,frost,0.628536,0.632510,0.628329
scarce-10pct,0.1,sngp,jkzjb5vz,4,frosted_glass_blur,0.665891,0.684232,0.663858
scarce-10pct,0.1,sngp,jkzjb5vz,4,gaussian_noise,0.626353,0.643860,0.624670
scarce-10pct,0.1,sngp,jkzjb5vz,4,impulse_noise,0.667052,0.683284,0.665354
scarce-10pct,0.1,sngp,jkzjb5vz,4,jpeg,0.566062,0.560780,0.566465
scarce-10pct,0.1,sngp,jkzjb5vz,4,motion_blur,0.635291,0.641511,0.634673
scarce-10pct,0.1,sngp,jkzjb5vz,4,pixelate,0.560768,0.552434,0.561359
scarce-10pct,0.1,sngp,jkzjb5vz,4,shot_noise,0.618387,0.631115,0.617221
scarce-10pct,0.1,sngp,jkzjb5vz,4,snow,0.612890,0.616083,0.612739
scarce-10pct,0.1,sngp,jkzjb5vz,4,zoom_blur,0.649836,0.662303,0.648632
scarce-10pct,0.1,sngp,jkzjb5vz,5,brightness,0.623965,0.640821,0.621755
scarce-10pct,0.1,sngp,jkzjb5vz,5,contrast,0.802436,0.848200,0.795931
scarce-10pct,0.1,sngp,jkzjb5vz,5,defocus_blur,0.700754,0.725979,0.698206
scarce-10pct,0.1,sngp,jkzjb5vz,5,elastic,0.630477,0.630009,0.630398
scarce-10pct,0.1,sngp,jkzjb5vz,5,fog,0.713867,0.694058,0.715481
scarce-10pct,0.1,sngp,jkzjb5vz,5,frost,0.652976,0.659055,0.652609
scarce-10pct,0.1,sngp,jkzjb5vz,5,frosted_glass_blur,0.656522,0.665012,0.655627
scarce-10pct,0.1,sngp,jkzjb5vz,5,gaussian_noise,0.630979,0.652170,0.628880
scarce-10pct,0.1,sngp,jkzjb5vz,5,impulse_noise,0.685126,0.715024,0.681634
scarce-10pct,0.1,sngp,jkzjb5vz,5,jpeg,0.581247,0.574344,0.581751
scarce-10pct,0.1,sngp,jkzjb5vz,5,motion_blur,0.662109,0.669011,0.661430
scarce-10pct,0.1,sngp,jkzjb5vz,5,pixelate,0.594596,0.585652,0.595217
scarce-10pct,0.1,sngp,jkzjb5vz,5,shot_noise,0.631482,0.650866,0.629594
scarce-10pct,0.1,sngp,jkzjb5vz,5,snow,0.637738,0.648297,0.636889
scarce-10pct,0.1,sngp,jkzjb5vz,5,zoom_blur,0.675393,0.690713,0.673863
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,brightness,0.500318,0.499138,0.500317
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,contrast,0.518470,0.514983,0.518473
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,defocus_blur,0.506121,0.507658,0.506118
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,elastic,0.586060,0.589863,0.586055
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,fog,0.509750,0.508863,0.509748
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,frost,0.553021,0.545684,0.553034
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,frosted_glass_blur,0.692527,0.664666,0.692562
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,gaussian_noise,0.601976,0.591757,0.601988
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,impulse_noise,0.574455,0.566096,0.574466
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,jpeg,0.575864,0.569409,0.575869
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,motion_blur,0.578478,0.587082,0.578470
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,pixelate,0.545833,0.539253,0.545842
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,shot_noise,0.567849,0.560563,0.567859
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,snow,0.567426,0.557930,0.567442
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,1,zoom_blur,0.619951,0.636842,0.619920
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,brightness,0.506784,0.504231,0.506791
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,contrast,0.598542,0.588192,0.598554
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,defocus_blur,0.537034,0.542821,0.537027
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,elastic,0.586834,0.592587,0.586825
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,fog,0.546698,0.544003,0.546700
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,frost,0.603275,0.590134,0.603290
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,frosted_glass_blur,0.697824,0.670577,0.697857
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,gaussian_noise,0.663959,0.650060,0.663979
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,impulse_noise,0.644073,0.631126,0.644093
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,jpeg,0.619956,0.614103,0.619960
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,motion_blur,0.639607,0.650604,0.639589
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,pixelate,0.591674,0.576462,0.591689
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,shot_noise,0.607755,0.597854,0.607767
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,snow,0.642075,0.626706,0.642097
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,2,zoom_blur,0.639431,0.656033,0.639402
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,brightness,0.518928,0.514523,0.518933
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,contrast,0.655099,0.639884,0.655116
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,defocus_blur,0.596540,0.609902,0.596515
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,elastic,0.624179,0.634902,0.624160
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,fog,0.586111,0.581528,0.586114
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,frost,0.654293,0.636302,0.654314
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,frosted_glass_blur,0.697859,0.673605,0.697888
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,gaussian_noise,0.704522,0.689387,0.704543
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,impulse_noise,0.696279,0.679621,0.696297
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,jpeg,0.632455,0.627763,0.632455
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,motion_blur,0.679381,0.690797,0.679362
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,pixelate,0.614774,0.596149,0.614793
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,shot_noise,0.679778,0.667621,0.679794
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,snow,0.633299,0.620018,0.633318
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,3,zoom_blur,0.672914,0.690165,0.672881
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,brightness,0.536740,0.530721,0.536748
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,contrast,0.716468,0.695945,0.716488
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,defocus_blur,0.664115,0.683315,0.664083
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,elastic,0.666214,0.677564,0.666192
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,fog,0.632080,0.626538,0.632085
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,frost,0.658108,0.640124,0.658132
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,frosted_glass_blur,0.702249,0.670971,0.702286
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,gaussian_noise,0.716687,0.701375,0.716704
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,impulse_noise,0.757533,0.736667,0.757562
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,jpeg,0.646900,0.643255,0.646903
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,motion_blur,0.679381,0.690797,0.679362
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,pixelate,0.664341,0.639650,0.664360
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,shot_noise,0.700349,0.687334,0.700364
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,snow,0.643695,0.631331,0.643709
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,4,zoom_blur,0.692326,0.707714,0.692297
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,brightness,0.580549,0.571175,0.580557
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,contrast,0.754881,0.751381,0.754868
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,defocus_blur,0.724995,0.743017,0.724956
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,elastic,0.689386,0.689379,0.689380
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,fog,0.721832,0.714501,0.721840
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,frost,0.688964,0.668557,0.688990
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,frosted_glass_blur,0.716161,0.686768,0.716199
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,gaussian_noise,0.724306,0.709058,0.724327
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,impulse_noise,0.779367,0.758820,0.779394
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,jpeg,0.664607,0.662564,0.664604
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,motion_blur,0.702344,0.712890,0.702328
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,pixelate,0.688563,0.657938,0.688591
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,shot_noise,0.719111,0.705672,0.719129
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,snow,0.670752,0.655929,0.670771
scarce-10pct,0.1,shallow-ensemble,k6scvi1c,5,zoom_blur,0.717470,0.732361,0.717444
scarce-10pct,0.1,het-xl,olapo0kg,1,brightness,0.500414,0.500513,0.500413
scarce-10pct,0.1,het-xl,olapo0kg,1,contrast,0.516158,0.516541,0.516137
scarce-10pct,0.1,het-xl,olapo0kg,1,defocus_blur,0.507686,0.507828,0.507684
scarce-10pct,0.1,het-xl,olapo0kg,1,elastic,0.605686,0.605355,0.605695
scarce-10pct,0.1,het-xl,olapo0kg,1,fog,0.508662,0.508580,0.508654
scarce-10pct,0.1,het-xl,olapo0kg,1,frost,0.579425,0.578758,0.579451
scarce-10pct,0.1,het-xl,olapo0kg,1,frosted_glass_blur,0.739174,0.737390,0.739292
scarce-10pct,0.1,het-xl,olapo0kg,1,gaussian_noise,0.645366,0.644943,0.645373
scarce-10pct,0.1,het-xl,olapo0kg,1,impulse_noise,0.593806,0.592339,0.593893
scarce-10pct,0.1,het-xl,olapo0kg,1,jpeg,0.605980,0.605183,0.606027
scarce-10pct,0.1,het-xl,olapo0kg,1,motion_blur,0.591993,0.592385,0.591957
scarce-10pct,0.1,het-xl,olapo0kg,1,pixelate,0.557580,0.556569,0.557640
scarce-10pct,0.1,het-xl,olapo0kg,1,shot_noise,0.606937,0.606636,0.606954
scarce-10pct,0.1,het-xl,olapo0kg,1,snow,0.591923,0.590419,0.591993
scarce-10pct,0.1,het-xl,olapo0kg,1,zoom_blur,0.633521,0.633663,0.633515
scarce-10pct,0.1,het-xl,olapo0kg,2,brightness,0.506277,0.506113,0.506289
scarce-10pct,0.1,het-xl,olapo0kg,2,contrast,0.580574,0.580594,0.580549
scarce-10pct,0.1,het-xl,olapo0kg,2,defocus_blur,0.542229,0.542800,0.542200
scarce-10pct,0.1,het-xl,olapo0kg,2,elastic,0.604127,0.603923,0.604121
scarce-10pct,0.1,het-xl,olapo0kg,2,fog,0.536990,0.536909,0.536986
scarce-10pct,0.1,het-xl,olapo0kg,2,frost,0.638402,0.637336,0.638457
scarce-10pct,0.1,het-xl,olapo0kg,2,frosted_glass_blur,0.741258,0.739150,0.741398
scarce-10pct,0.1,het-xl,olapo0kg,2,gaussian_noise,0.703299,0.702832,0.703321
scarce-10pct,0.1,het-xl,olapo0kg,2,impulse_noise,0.672134,0.669156,0.672297
scarce-10pct,0.1,het-xl,olapo0kg,2,jpeg,0.654489,0.653514,0.654546
scarce-10pct,0.1,het-xl,olapo0kg,2,motion_blur,0.655041,0.655440,0.655013
scarce-10pct,0.1,het-xl,olapo0kg,2,pixelate,0.620125,0.618282,0.620223
scarce-10pct,0.1,het-xl,olapo0kg,2,shot_noise,0.650745,0.650175,0.650771
scarce-10pct,0.1,het-xl,olapo0kg,2,snow,0.685539,0.683924,0.685637
scarce-10pct,0.1,het-xl,olapo0kg,2,zoom_blur,0.661193,0.661485,0.661171
scarce-10pct,0.1,het-xl,olapo0kg,3,brightness,0.517854,0.517897,0.517853
scarce-10pct,0.1,het-xl,olapo0kg,3,contrast,0.627550,0.627581,0.627525
scarce-10pct,0.1,het-xl,olapo0kg,3,defocus_blur,0.608246,0.608790,0.608217
scarce-10pct,0.1,het-xl,olapo0kg,3,elastic,0.645230,0.645249,0.645219
scarce-10pct,0.1,het-xl,olapo0kg,3,fog,0.567754,0.567401,0.567758
scarce-10pct,0.1,het-xl,olapo0kg,3,frost,0.697560,0.696447,0.697620
scarce-10pct,0.1,het-xl,olapo0kg,3,frosted_glass_blur,0.735665,0.734232,0.735745
scarce-10pct,0.1,het-xl,olapo0kg,3,gaussian_noise,0.735600,0.734802,0.735650
scarce-10pct,0.1,het-xl,olapo0kg,3,impulse_noise,0.729385,0.725213,0.729639
scarce-10pct,0.1,het-xl,olapo0kg,3,jpeg,0.669355,0.668121,0.669424
scarce-10pct,0.1,het-xl,olapo0kg,3,motion_blur,0.696254,0.696565,0.696228
scarce-10pct,0.1,het-xl,olapo0kg,3,pixelate,0.645646,0.643230,0.645783
scarce-10pct,0.1,het-xl,olapo0kg,3,shot_noise,0.719577,0.718988,0.719609
scarce-10pct,0.1,het-xl,olapo0kg,3,snow,0.667533,0.665557,0.667640
scarce-10pct,0.1,het-xl,olapo0kg,3,zoom_blur,0.698839,0.699013,0.698825
scarce-10pct,0.1,het-xl,olapo0kg,4,brightness,0.533515,0.533280,0.533531
scarce-10pct,0.1,het-xl,olapo0kg,4,contrast,0.684744,0.685008,0.684717
scarce-10pct,0.1,het-xl,olapo0kg,4,defocus_blur,0.687499,0.687978,0.687470
scarce-10pct,0.1,het-xl,olapo0kg,4,elastic,0.690769,0.690810,0.690750
scarce-10pct,0.1,het-xl,olapo0kg,4,fog,0.608685,0.608606,0.608687
scarce-10pct,0.1,het-xl,olapo0kg,4,frost,0.703724,0.702777,0.703767
scarce-10pct,0.1,het-xl,olapo0kg,4,frosted_glass_blur,0.761487,0.758767,0.761650
scarce-10pct,0.1,het-xl,olapo0kg,4,gaussian_noise,0.745766,0.744838,0.745828
scarce-10pct,0.1,het-xl,olapo0kg,4,impulse_noise,0.787620,0.782575,0.787920
scarce-10pct,0.1,het-xl,olapo0kg,4,jpeg,0.684391,0.682814,0.684472
scarce-10pct,0.1,het-xl,olapo0kg,4,motion_blur,0.696222,0.696462,0.696188
scarce-10pct,0.1,het-xl,olapo0kg,4,pixelate,0.700452,0.697357,0.700625
scarce-10pct,0.1,het-xl,olapo0kg,4,shot_noise,0.735900,0.735023,0.735961
scarce-10pct,0.1,het-xl,olapo0kg,4,snow,0.671163,0.669319,0.671263
scarce-10pct,0.1,het-xl,olapo0kg,4,zoom_blur,0.722643,0.722845,0.722619
scarce-10pct,0.1,het-xl,olapo0kg,5,brightness,0.570697,0.569878,0.570734
scarce-10pct,0.1,het-xl,olapo0kg,5,contrast,0.767726,0.768052,0.767700
scarce-10pct,0.1,het-xl,olapo0kg,5,defocus_blur,0.755187,0.755617,0.755155
scarce-10pct,0.1,het-xl,olapo0kg,5,elastic,0.713371,0.712433,0.713423
scarce-10pct,0.1,het-xl,olapo0kg,5,fog,0.703055,0.703233,0.703042
scarce-10pct,0.1,het-xl,olapo0kg,5,frost,0.736588,0.735941,0.736620
scarce-10pct,0.1,het-xl,olapo0kg,5,frosted_glass_blur,0.752807,0.750912,0.752921
scarce-10pct,0.1,het-xl,olapo0kg,5,gaussian_noise,0.753425,0.752312,0.753495
scarce-10pct,0.1,het-xl,olapo0kg,5,impulse_noise,0.806624,0.801480,0.806923
scarce-10pct,0.1,het-xl,olapo0kg,5,jpeg,0.703757,0.702270,0.703842
scarce-10pct,0.1,het-xl,olapo0kg,5,motion_blur,0.723639,0.724071,0.723601
scarce-10pct,0.1,het-xl,olapo0kg,5,pixelate,0.739732,0.737590,0.739859
scarce-10pct,0.1,het-xl,olapo0kg,5,shot_noise,0.757915,0.756507,0.757998
scarce-10pct,0.1,het-xl,olapo0kg,5,snow,0.703683,0.702125,0.703787
scarce-10pct,0.1,het-xl,olapo0kg,5,zoom_blur,0.753661,0.753818,0.753638
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,brightness,0.500743,0.501157,0.500614
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,contrast,0.516701,0.518295,0.515811
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,defocus_blur,0.507482,0.507559,0.507550
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,elastic,0.579977,0.579886,0.579596
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,fog,0.508354,0.509811,0.507631
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,frost,0.547712,0.550810,0.546072
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,frosted_glass_blur,0.695104,0.700989,0.689924
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,gaussian_noise,0.583086,0.583944,0.582170
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,impulse_noise,0.563261,0.564744,0.562209
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,jpeg,0.563653,0.564112,0.562980
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,motion_blur,0.565087,0.567167,0.563756
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,pixelate,0.531219,0.529536,0.531838
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,shot_noise,0.551382,0.552479,0.550692
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,snow,0.561595,0.564220,0.559979
scarce-10pct,0.1,hetclassnn,pb3a6oru,1,zoom_blur,0.598287,0.601217,0.596343
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,brightness,0.508167,0.509599,0.507597
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,contrast,0.591836,0.595156,0.589766
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,defocus_blur,0.533882,0.535484,0.532993
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,elastic,0.577512,0.577883,0.577078
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,fog,0.542166,0.544432,0.540908
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,frost,0.596172,0.599718,0.593821
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,frosted_glass_blur,0.694709,0.699724,0.690099
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,gaussian_noise,0.640775,0.641228,0.639344
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,impulse_noise,0.622252,0.623778,0.620507
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,jpeg,0.601876,0.602857,0.600777
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,motion_blur,0.614291,0.615581,0.613391
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,pixelate,0.563524,0.559401,0.565330
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,shot_noise,0.588574,0.589556,0.587380
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,snow,0.630811,0.636230,0.627134
scarce-10pct,0.1,hetclassnn,pb3a6oru,2,zoom_blur,0.612635,0.614997,0.610889
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,brightness,0.521768,0.524011,0.520535
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,contrast,0.647406,0.650465,0.644936
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,defocus_blur,0.580016,0.583666,0.577874
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,elastic,0.605106,0.606828,0.603907
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,fog,0.578619,0.580135,0.577360
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,frost,0.649674,0.655007,0.645970
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,frosted_glass_blur,0.689585,0.695168,0.685024
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,gaussian_noise,0.683530,0.684094,0.681799
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,impulse_noise,0.670413,0.670531,0.668891
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,jpeg,0.612871,0.613324,0.611838
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,motion_blur,0.656754,0.657749,0.655663
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,pixelate,0.578397,0.573240,0.580419
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,shot_noise,0.653699,0.653494,0.652547
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,snow,0.622901,0.628226,0.619473
scarce-10pct,0.1,hetclassnn,pb3a6oru,3,zoom_blur,0.643656,0.645501,0.641948
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,brightness,0.537824,0.539625,0.536916
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,contrast,0.715379,0.716493,0.713412
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,defocus_blur,0.634976,0.639228,0.632162
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,elastic,0.648757,0.652986,0.645865
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,fog,0.623188,0.624835,0.621732
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,frost,0.653720,0.659680,0.649599
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,frosted_glass_blur,0.717926,0.722107,0.713540
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,gaussian_noise,0.699665,0.700689,0.697531
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,impulse_noise,0.729874,0.728652,0.728045
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,jpeg,0.625125,0.626041,0.623859
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,motion_blur,0.657661,0.658846,0.656520
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,pixelate,0.621215,0.613680,0.623779
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,shot_noise,0.676167,0.675499,0.675057
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,snow,0.639637,0.645679,0.635423
scarce-10pct,0.1,hetclassnn,pb3a6oru,4,zoom_blur,0.666294,0.668029,0.664429
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,brightness,0.581570,0.582834,0.580599
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,contrast,0.799989,0.785553,0.805897
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,defocus_blur,0.709611,0.712223,0.706983
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,elastic,0.676256,0.683470,0.671054
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,fog,0.717702,0.719700,0.714800
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,frost,0.688411,0.694927,0.683844
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,frosted_glass_blur,0.722907,0.728465,0.717767
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,gaussian_noise,0.711661,0.712672,0.709172
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,impulse_noise,0.756195,0.755893,0.753255
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,jpeg,0.645031,0.646328,0.643495
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,motion_blur,0.691365,0.691136,0.690402
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,pixelate,0.676087,0.663092,0.680476
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,shot_noise,0.706603,0.705965,0.705236
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,snow,0.661972,0.665613,0.659107
scarce-10pct,0.1,hetclassnn,pb3a6oru,5,zoom_blur,0.696944,0.695605,0.696234
scarce-50pct,0.5,sngp,1692idyk,1,brightness,0.502106,0.501556,0.502112
scarce-50pct,0.5,sngp,1692idyk,1,contrast,0.511434,0.507493,0.511460
scarce-50pct,0.5,sngp,1692idyk,1,defocus_blur,0.506055,0.504963,0.506060
scarce-50pct,0.5,sngp,1692idyk,1,elastic,0.630003,0.620510,0.630055
scarce-50pct,0.5,sngp,1692idyk,1,fog,0.506271,0.504823,0.506285
scarce-50pct,0.5,sngp,1692idyk,1,frost,0.622234,0.622175,0.622212
scarce-50pct,0.5,sngp,1692idyk,1,frosted_glass_blur,0.866484,0.868396,0.866406
scarce-50pct,0.5,sngp,1692idyk,1,gaussian_noise,0.728130,0.725440,0.728125
scarce-50pct,0.5,sngp,1692idyk,1,impulse_noise,0.688476,0.690254,0.688446
scarce-50pct,0.5,sngp,1692idyk,1,jpeg,0.674187,0.657389,0.674305
scarce-50pct,0.5,sngp,1692idyk,1,motion_blur,0.633680,0.633131,0.633663
scarce-50pct,0.5,sngp,1692idyk,1,pixelate,0.568238,0.561983,0.568277
scarce-50pct,0.5,sngp,1692idyk,1,shot_noise,0.665992,0.664702,0.665977
scarce-50pct,0.5,sngp,1692idyk,1,snow,0.614033,0.612683,0.614034
scarce-50pct,0.5,sngp,1692idyk,1,zoom_blur,0.669454,0.665148,0.669470
scarce-50pct,0.5,sngp,1692idyk,2,brightness,0.511630,0.510625,0.511633
scarce-50pct,0.5,sngp,1692idyk,2,contrast,0.580055,0.571060,0.580107
